Date,Open,High,Low,Close,Volume
2015-01-02 00:00:00-05:00,24.746229620306494,24.75733822078495,23.848709278537115,24.288583755493164,212818400
2015-01-05 00:00:00-05:00,24.057539235374563,24.137516414569966,23.417723496745833,23.60433578491211,257142000
2015-01-06 00:00:00-05:00,23.668761942130114,23.866482831009513,23.244438480532743,23.606557846069336,263188400
2015-01-07 00:00:00-05:00,23.8153846563686,24.037543101651647,23.70430543372708,23.937572479248047,160423600
2015-01-08 00:00:00-05:00,24.26636687175016,24.915069102408545,24.148621476140704,24.85730743408203,237458000
2015-01-09 00:00:00-05:00,25.0305920482821,25.15944435551847,24.484082466998068,24.883968353271484,214798000
2015-01-12 00:00:00-05:00,25.015035664771943,25.021700145626117,24.170834756205902,24.27080535888672,198603200
2015-01-13 00:00:00-05:00,24.755109051433546,25.059466650818983,24.19527066376859,24.486297607421875,268367600
2015-01-14 00:00:00-05:00,24.224156850283055,24.546285914954115,24.104191087561126,24.39299774169922,195826400
2015-01-15 00:00:00-05:00,24.43742857263256,24.450757536747712,23.695420191359318,23.73096466064453,240056000
2015-01-16 00:00:00-05:00,23.77762055635253,23.899808391713535,23.371070153170933,23.54657554626465,314053200
2015-01-20 00:00:00-05:00,23.95756800887451,24.20860815863042,23.659876479879365,24.15306854248047,199599600
2015-01-21 00:00:00-05:00,24.204157443782993,24.672911811933083,24.05308966122845,24.337453842163086,194303600
2015-01-22 00:00:00-05:00,24.49519072615685,24.98616068833683,24.375224961946195,24.970609664916992,215185600
2015-01-23 00:00:00-05:00,24.948385215518314,25.270514168706313,24.77732232429028,25.09945297241211,185859200
2015-01-26 00:00:00-05:00,25.26830855441889,25.406047441349294,25.059480706734966,25.126127243041992,222460000
2015-01-27 00:00:00-05:00,24.975051641429268,24.9883823005039,24.221934658687033,24.24637222290039,382274800
2015-01-28 00:00:00-05:00,26.13249775937213,26.241356619791915,25.617090225219727,25.617090225219727,585908400
2015-01-29 00:00:00-05:00,25.84146934458718,26.479064669460453,25.672628457751323,26.41463851928711,337745600
2015-01-30 00:00:00-05:00,26.303565576559624,26.65901882186419,25.959219238803303,26.02808952331543,334982000
2015-02-02 00:00:00-05:00,26.22579611697436,26.4746124052932,25.788143859212887,26.354646682739258,250956400
2015-02-03 00:00:00-05:00,26.32576861567419,26.456841249221903,26.128047788670173,26.359092712402344,207662800
2015-02-04 00:00:00-05:00,26.32577851125725,26.77231750742229,26.283567859872786,26.56126594543457,280598800
