Date,Open,High,Low,Close,Volume
2020-01-02 00:00:00-05:00,71.72101896406637,72.77659819422657,71.46681225027338,72.71607208251953,135480400
2020-01-03 00:00:00-05:00,71.94131293879263,72.77172916472097,71.78394657407523,72.00910186767578,146322800
2020-01-06 00:00:00-05:00,71.12785848416316,72.62163859417052,70.87606782262263,72.58290100097656,118387200
2020-01-07 00:00:00-05:00,72.59257829912976,72.84920835752393,72.021215493932,72.24153137207031,108872000
2020-01-08 00:00:00-05:00,71.943758846659,73.70627893727402,71.943758846659,73.40364837646484,132079200
2020-01-09 00:00:00-05:00,74.38415834268419,75.15647202012606,74.13237506994084,74.9627914428711,170108400
2020-01-10 00:00:00-05:00,75.19764374317383,75.69880172853615,74.62869680726308,75.13227081298828,140644800
2020-01-13 00:00:00-05:00,75.44943665950792,76.76406209011934,75.33080045122755,76.7374267578125,121532000
2020-01-14 00:00:00-05:00,76.6744745414686,76.88510420958616,75.57774178905865,75.70121002197266,161954400
2020-01-15 00:00:00-05:00,75.5002914579072,76.3839714245918,74.9434466626335,75.37681579589844,121923600
2020-01-16 00:00:00-05:00,75.92152071901803,76.43236486391163,75.55836410557868,76.32099151611328,108829200
2020-01-17 00:00:00-05:00,76.57034203664037,77.16834009168814,76.26287216426044,77.16592407226562,137816400
2020-01-21 00:00:00-05:00,76.79313187676424,77.23617988929628,76.50502691219032,76.64302825927734,110843200
2020-01-22 00:00:00-05:00,77.12963354237134,77.47100170840719,76.82216354627624,76.91658782958984,101832400
2020-01-23 00:00:00-05:00,76.96985393819801,77.3669014145498,76.42027207993955,77.2870101928711,104472000
2020-01-24 00:00:00-05:00,77.53394558679635,78.2796239983564,76.87299781703734,77.06426239013672,146537600
2020-01-27 00:00:00-05:00,75.06691204410036,75.48090862271498,73.81281265158368,74.79817962646484,161940000
2020-01-28 00:00:00-05:00,75.68183593003438,77.08603847633346,75.58257224071698,76.91414642333984,162234000
2020-01-29 00:00:00-05:00,78.5507976259598,79.37395133976464,77.80753513570895,78.52416229248047,216229200
2020-01-30 00:00:00-05:00,77.60415017442514,78.46361788035526,77.1707812088342,78.41035461425781,126743200
2020-01-31 00:00:00-05:00,77.69858276990855,78.1222655759737,74.63838622980492,74.93375396728516,199588400
2020-02-03 00:00:00-05:00,73.67237945985059,75.89731989448796,73.16880546652003,74.72795867919922,173788400
2020-02-04 00:00:00-05:00,76.3379328465804,77.38624896845539,75.93119925405388,77.19498443603516,136616400
2020-02-05 00:00:00-05:00,78.32562874403418,78.62584328517734,77.21921702642419,77.82447814941406,118826800
2020-02-06 00:00:00-05:00,78.09565020914057,78.7372256553915,77.53638940614043,78.73480224609375,105425600
2020-02-07 00:00:00-05:00,78.23243405494627,78.48239314790939,77.17192792843306,77.66456604003906,117684000
2020-02-10 00:00:00-05:00,76.24488890405078,78.03343200683594,76.16480809009461,78.03343200683594,109348800
2020-02-11 00:00:00-05:00,78.53093164624849,78.60373238920275,77.34422769426291,77.56263732910156,94323200
2020-02-12 00:00:00-05:00,78.01401820106558,79.409422447038,78.01401820106558,79.40457153320312,113730400
2020-02-13 00:00:00-05:00,78.67410664216737,79.16674472243865,78.47025716819051,78.83912658691406,94747600
2020-02-14 00:00:00-05:00,78.80757547409223,79.10850246780329,78.34891601878451,78.8585433959961,80113600
2020-02-18 00:00:00-05:00,76.53125657811528,77.59662109183667,76.34924730268484,77.41461181640625,152531200
2020-02-19 00:00:00-05:00,77.65729255269991,78.76633753940254,77.65729255269991,78.5357894897461,93984000
2020-02-20 00:00:00-05:00,78.29553354521413,78.78574250032466,77.22288901629881,77.73008728027344,100566000
2020-02-21 00:00:00-05:00,77.32238890983989,77.76649566805042,75.35183643347615,75.97066497802734,129554000
2020-02-24 00:00:00-05:00,72.13876947323553,73.81810418195764,70.19005719516358,72.36203002929688,222195200
2020-02-25 00:00:00-05:00,73.03425000192122,73.4176795737371,69.43774534651452,69.91096496582031,230673600
2020-02-26 00:00:00-05:00,69.53481752247102,72.28922581008212,69.52753744829661,71.02001190185547,198054800
2020-02-27 00:00:00-05:00,68.21707461192374,69.40620033933959,66.24166381662789,66.3775634765625,320605600
